2023-05-05,NasdaqCM:ADVM,3.6,-28.6,-29.1,2.42,81.2,Q12023,,,,,,,,,,,,,,,,,NasdaqCM,ADVM,0.73,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:AEHR,17.2,3.94,4.13,732.4,768.8,Q12023,63.0,13.977,13.898,1361.7,683.7,61.1,55.91,12.68,3.11,22.06,12.028,9.255,-1.58,-34.51,77.12,-11.07,NasdaqCM,AEHR,1.97,Semiconductor Materials and Equipment,86321.66,21306.674,24.68
2023-05-05,NasdaqCM:AEYE,7.77,-1.37,-2.01,67.8,73.4,Q12023,30.78,-5.45,-7.53,63.6,53.5,29.92,28.67,7.36,2.87,-24.46,-8.08,-10.4,-36.05,36.02,-13.35,-27.11,NasdaqCM,AEYE,1.15,Application Software,182595.879,9214.552,5.05
2023-05-05,NasdaqCM:AFBI,7.44,,1.72,,81.1,Q12023,30.79,,8.76,88.7,90.1,31.45,30.74,0.16,-2.1,28.45,9.44,8.16,3.03,1100.0,9.37,11.1,NasdaqCM,AFBI,0.356,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:AGAE,1.19,-2.08,-1.89,-35.1,38.3,Q12023,5.14,-7.85,-8.79,36.1,34.9,6.36,7.09,-27.5,-19.18,-171.01,-10.65,-13.07,-252.46,-319.49,-5.74,-8.88,NasdaqCM,AGAE,1.36,Leisure Facilities,10496.64,1820.848,17.35
2023-05-05,NasdaqCM:AGEN,22.9,-52.2,-70.9,448.1,536.4,Q12023,95.0,-191.3,-215.2,474.5,318.8,98.0,89.9,5.67,-3.06,-226.53,-180.3,-178.8,1063.33,-813.73,-11.54,-40.57,NasdaqCM,AGEN,1.42,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:AGFY,,,,36.2,4.56,Q12023,,,,,,,77.62,,,,,-71.08,,,,,NasdaqCM,AGFY,1.92,Agricultural and Farm Machinery,81050.0,13614.74,16.8
2023-05-05,NasdaqCM:AGIL,41.8,-4.14,-38.1,138.4,64.7,Q12023,174.5,-1.74,-40.971,36.8,,176.9,175.9,-0.8,-1.36,-23.48,-4.561,-8.177,1417.08,2242.43,-43.12,,NasdaqCM,AGIL,-0.297,IT Consulting and Other Services,197982.03,20708.697,10.46
2023-05-05,NasdaqCM:AHCO,744.6,128.1,16.7,3863.9,1580.5,Q12023,3009.0,563.8,178.1,1977.7,877.5,2970.6,2903.0,3.65,1.29,5.92,216.2,255.9,-199.22,-173.4,25.13,-44.48,NasdaqCM,AHCO,0.81,Health Care Distributors,755955.64,9341.31,1.24
2023-05-05,NasdaqCM:AIRG,16.4,-1.89,-2.86,51.0,60.5,Q12023,74.8,-5.271,-9.01,50.0,33.0,75.9,70.1,6.7,-1.45,-12.05,-8.58,-9.38,-60.91,-92.13,-17.36,-45.45,NasdaqCM,AIRG,0.97,Electronic Components,42350.76,5837.6,13.78
2023-05-05,NasdaqCM:AKTS,7.36,-14.1,-15.5,205.2,207.5,Q12023,24.0,-55.1,-64.1,162.6,41.9,21.25,19.05,25.98,12.94,-267.08,-63.3,-65.6,-129.09,-69.7,-21.64,-79.81,NasdaqCM,AKTS,1.71,Electronic Components,42350.76,5837.6,13.78
2023-05-05,NasdaqCM:AKU,187.6,31.5,-29.2,1664.0,54.3,Q12023,750.9,146.7,12.5,,,749.6,744.4,0.87,0.17,1.66,44.75,31.1,-2580.77,-386.15,,,NasdaqCM,AKU,0.599,Health Care Services,596270.79,23734.392,3.98
2023-05-05,NasdaqCM:ALDX,,-16.7,-15.6,470.2,619.2,Q12023,,-62.7,-61.8,436.0,153.5,,,,,,-62.7,-64.4,,,-29.59,-75.21,NasdaqCM,ALDX,1.12,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:ALRS,48.4,,8.19,,278.9,Q12023,208.2,,51.09,403.3,347.7,210.9,216.4,-3.79,-1.28,24.54,57.0,58.9,118.89,-4.76,44.6,24.67,NasdaqCM,ALRS,0.615,Diversified Financial Services,67712.2,11040.09,16.3
2023-05-05,NasdaqCM:ALTO,313.9,-4.99,-13.2,157.4,106.5,Q12023,1341.4,-43.14,-70.377,331.0,158.4,1335.6,1392.7,-3.68,0.43,-5.25,-59.157,5.043,-293.45,47.02,210.8,48.73,NasdaqCM,ALTO,2.38,Specialty Chemicals,157509.45,16324.591,10.36
2023-05-05,NasdaqCM:AMEH,337.2,26.7,14.3,1599.8,1648.1,Q12023,1218.1,117.8,92.4,1827.2,1494.2,1144.2,1045.1,16.55,6.46,7.59,104.3,96.65,-116.1,-102.46,10.87,-9.34,NasdaqCM,AMEH,0.733,Health Care Services,596270.79,23734.392,3.98
2023-05-05,NasdaqCM:AMPL,66.5,-27.8,-26.3,1056.9,1347.5,Q12023,251.5,-98.7,-100.9,1261.1,1248.8,238.1,222.2,13.19,5.63,-40.12,-96.6,-92.3,-132.09,-129.35,-6.41,-7.32,NasdaqCM,AMPL,1.389508197,Application Software,182595.879,9214.552,5.05
2023-05-05,NasdaqCM:ANEB,,,-2.8,45.9,62.3,Q12023,,,-11.55,70.5,55.9,,,,,,-10.63,-7.89,,,13.16,-10.27,NasdaqCM,ANEB,-1.43,Pharmaceuticals,381534.84,91046.74,23.86
2023-05-05,NasdaqCM:ANIX,0.21,,-2.31,92.5,120.9,Q12023,,,-11.28,109.3,88.5,,,,,,-12.56,-13.88,,,-9.59,-26.8,NasdaqCM,ANIX,0.951,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:APPS,140.1,11.2,-13.9,1530.3,1174.5,Q12023,665.9,126.8,46.1,1018.2,516.7,709.9,764.4,-12.89,-6.2,6.92,92.8,116.0,6.14,-29.04,-13.31,-56.01,NasdaqCM,APPS,2.46,Application Software,182595.879,9214.552,5.05
2023-05-05,NasdaqCM:AQB,0.4,-5.95,-6.49,-24.8,38.9,Q12023,2.574,-21.63,-23.71,,,3.137,3.104,-17.07,-17.95,-921.13,-22.32,-22.25,146.89,175.47,,,NasdaqCM,AQB,1.36,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:AQMS,,-4.33,-4.61,93.3,87.3,Q12023,,-14.96,-15.89,115.6,102.4,,,,,,-15.59,-16.4,,,32.42,17.3,NasdaqCM,AQMS,1.25,Environmental and Facilities Services,65093.41,7699.054,11.83
2023-05-05,NasdaqCM:AREC,8.87,-2.07,-3.1,127.3,112.6,Q12023,39.27,-18.58,-2.84,140.8,103.2,39.48,39.33,-0.15,-0.53,-7.23,-3.72,-21.67,-519.05,-31483.33,25.04,-8.35,NasdaqCM,AREC,0.157,Coal and Consumable Fuels,14168.126,3543.366,25.01
2023-05-05,NasdaqCM:ARKO,2088.5,39.6,-2.53,3038.6,980.5,Q12023,9258.5,269.2,148.57,946.9,848.0,9142.8,8950.9,3.44,1.27,1.6,170.4,167.5,-118.87,-106.15,-3.43,-13.51,NasdaqCM,ARKO,0.283,Automotive Retail,265190.6,14497.019,5.47
2023-05-05,NasdaqCM:ASLE,78.3,1.64,0.01,712.1,832.3,Q12023,364.0,42.78,33.0,748.3,789.4,408.5,430.2,-15.39,-10.89,9.07,55.89,65.71,-48.56,-50.59,-10.09,-5.15,NasdaqCM,ASLE,0.396,Aerospace and Defense,378756.722,31801.488,8.4
2023-05-05,NasdaqCM:ASPI,,,-3.62,19.0,20.6,Q12023,,,,,,,,,,,,,,,,,NasdaqCM,ASPI,1.334432432,Specialty Chemicals,157509.45,16324.591,10.36
2023-05-05,NasdaqCM:ASRT,42.5,20.5,-3.48,344.7,342.3,Q12023,162.2,88.5,39.92,180.3,201.6,156.2,139.1,16.61,3.84,24.61,57.6,55.6,-394.67,-167.88,-47.33,-41.1,NasdaqCM,ASRT,1.4,Pharmaceuticals,381534.84,91046.74,23.86
2023-05-05,NasdaqCM:ASTR,,-47.9,-44.9,13.4,103.3,Q12023,,,,,,,,,,,,,,,,,NasdaqCM,ASTR,2.09,Aerospace and Defense,378756.722,31801.488,8.4
2023-05-05,NasdaqCM:ASUR,33.1,6.75,0.34,305.8,279.6,Q12023,104.6,11.567,-8.8,311.1,201.5,95.8,87.6,19.41,9.19,-8.41,-11.31,-14.98,-71.48,-63.65,11.27,-27.93,NasdaqCM,ASUR,0.7,Human Resource and Employment Services,90917.06,9333.292,10.27
2023-05-05,NasdaqCM:ATER,34.9,-6.57,-25.8,35.7,56.6,Q12023,214.4,-48.94,-73.8,,,221.2,229.6,-6.62,-3.07,-34.42,-57.25,-50.75,143.38,51.64,,,NasdaqCM,ATER,1.96,Household Appliances,24000.1,411.46,1.71
2023-05-05,NasdaqCM:ATEX,0.608,-13.1,15.5,532.9,585.5,Q12023,1.919,-53.5,-25.9,577.5,573.3,1.646,1.453,32.07,16.59,-1349.66,-53.2,-51.3,9900.0,5350.64,-1.37,-2.08,NasdaqCM,ATEX,0.635,Alternative Carriers,30707.219,3810.51,12.41
2023-05-05,NasdaqCM:ATLO,13.6,,3.2,,165.0,Q12023,60.9,,22.8,174.0,161.0,63.1,64.2,-5.14,-3.49,37.44,26.35,27.98,61.36,56.97,5.45,-2.42,NasdaqCM,ATLO,0.502,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:ATNF,,-4.78,-4.76,0.17,5.8,Q12023,,-18.92,-35.04,,,,,,,,-33.96,-16.72,,,,,NasdaqCM,ATNF,0.541,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:ATOM,,-4.86,-5.02,224.4,236.8,Q12023,,-17.41,-18.54,192.4,135.7,,,,,,-17.54,-17.2,,,-18.75,-42.69,NasdaqCM,ATOM,1.59,Semiconductor Materials and Equipment,86321.66,21306.674,24.68
2023-05-05,NasdaqCM:ATOS,,-7.1,-6.28,-23.4,86.9,Q12023,,-30.03,-28.58,,,,,,,,-27.05,-24.39,,,,,NasdaqCM,ATOS,1.16,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:AUGX,9.63,-4.82,-5.24,146.2,150.5,Q12023,33.57,-21.09,-22.35,199.6,216.2,30.93,28.76,16.72,8.54,-66.58,-22.56,-21.79,-92.05,-111.64,32.62,43.65,NasdaqCM,AUGX,-0.491,Health Care Technology,12417.45,-776.138,-6.25
2023-05-05,NasdaqCM:AUID,0.04,-4.42,-5.22,13.9,9.29,Q12023,0.402,-20.49,-22.86,,,0.969,1.3,-69.08,-58.51,-5686.57,-22.76,-22.83,-82.36,-96.66,,,NasdaqCM,AUID,2.39,Systems Software,307583.327,98413.616,32.0
2023-05-05,NasdaqCM:AXDX,2.81,-15.3,-16.8,112.7,80.7,Q12023,12.6,-59.9,-64.4,,,12.75,13.12,-3.96,-1.18,-511.11,-63.5,-68.3,500.0,-850.0,,,NasdaqCM,AXDX,1.18,Health Care Equipment,232381.338,30852.693,13.28
2023-05-05,NasdaqCM:AXGN,36.7,-6.56,-7.07,424.5,401.3,Q12023,144.4,-22.64,-25.46,286.7,232.4,138.7,134.0,7.76,4.11,-17.63,-29.69,-29.43,-25.79,-61.83,-28.56,-42.09,NasdaqCM,AXGN,0.622,Health Care Equipment,232381.338,30852.693,13.28
2023-05-05,NasdaqCM:AYRO,0.11,-5.6,-5.48,-29.9,18.2,Q12023,2.074,-23.65,-23.95,,,2.994,3.198,-35.15,-30.73,-1154.77,-23.04,-25.43,-1.09,-231.67,,,NasdaqCM,AYRO,3.83,Automobile Manufacturers,431430.046,21144.34,4.9
2023-05-05,NasdaqCM:AZYO,13.1,-3.56,-7.97,47.8,38.9,Q12023,50.8,-20.81,-27.91,24.7,,49.2,47.4,7.17,3.25,-54.94,-26.86,-29.18,-165.62,-62.65,-36.5,,NasdaqCM,AZYO,-0.275,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:BAFN,16.6,,0.87,,59.8,Q12023,,,,58.3,42.8,,,,,,,,,,-2.51,-28.43,NasdaqCM,BAFN,1.05,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:BBCP,107.8,27.9,5.59,853.6,387.3,Q12023,420.8,113.6,47.61,449.5,369.8,409.5,401.3,4.86,2.76,11.31,52.42,50.41,-142.57,-114.36,16.06,-4.52,NasdaqCM,BBCP,1.06,Construction and Engineering,120216.1,4229.85,3.52
2023-05-05,NasdaqCM:BBIG,,,,-10.9,50.0,Q12023,,,,,,,,,,,,,,,,,NasdaqCM,BBIG,0.563,Interactive Media and Services,714196.499,171384.825,24.0
2023-05-05,NasdaqCM:BCLI,,-5.08,-5.06,110.8,109.7,Q12023,,-24.22,-24.51,71.6,8.35,,,,,,-24.93,-26.12,,,-34.73,-92.39,NasdaqCM,BCLI,-0.382,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:BCOW,3.93,,-0.36,,41.4,Q12023,,,,44.6,36.5,,15.83,,,,,-0.564,,,7.73,-11.84,NasdaqCM,BCOW,0.336,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:BEEM,13.0,-3.51,-3.83,99.2,99.2,Q12023,31.23,-23.95,-21.27,138.9,84.2,22.0,17.59,77.54,41.95,-68.11,-19.62,-13.83,-117.88,-154.55,40.02,-15.12,NasdaqCM,BEEM,1.31,Electrical Components and Equipment,110653.489,12000.075,10.84
2023-05-05,NasdaqCM:BFC,33.8,,10.7,,717.8,Q12023,129.2,,59.3,884.3,854.7,121.7,115.9,11.48,6.16,45.9,62.7,60.0,-145.33,-105.26,23.2,19.07,NasdaqCM,BFC,0.287,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:BFRI,8.73,-4.45,-7.48,-10.5,16.0,Q12023,27.61,-22.47,-25.88,,,28.63,27.7,-0.32,-3.56,-93.73,-21.51,-10.69,328.43,16777.78,,,NasdaqCM,BFRI,0.877438776,Pharmaceuticals,381534.84,91046.74,23.86
2023-05-05,NasdaqCM:BIVI,,-13.7,-15.0,262.0,294.3,Q12023,,-43.12,-44.62,141.1,160.7,,,,,,-35.37,-30.54,,,-52.06,-45.4,NasdaqCM,BIVI,2.46,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:BKSC,5.11,,1.59,,78.1,Q12023,21.22,,8.32,78.9,,21.04,20.67,2.66,0.86,39.21,8.64,8.3,-277.78,-96.36,1.02,,NasdaqCM,BKSC,0.398,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:BLBX,0.86,-1.94,-1.9,6.17,9.41,Q12023,4.55,-5.44,-5.42,,,4.96,5.58,-18.46,-8.27,-119.12,-4.54,-4.8,114.63,-39.81,,,NasdaqCM,BLBX,0.003,Application Software,182595.879,9214.552,5.05
2023-05-05,NasdaqCM:BLDE,45.3,-11.5,-10.2,14.5,190.2,Q12023,164.7,-46.77,-50.03,292.7,219.4,146.0,132.5,24.3,12.81,-30.38,-53.53,-44.33,-81.28,-117.7,53.89,15.35,NasdaqCM,BLDE,0.736,Passenger Airlines,223540.9,13044.453,5.84
2023-05-05,NasdaqCM:BLFS,37.7,-9.71,-13.7,816.7,835.7,Q12023,163.2,-25.68,-41.68,799.7,518.8,161.7,154.7,5.49,0.93,-25.54,-38.98,-43.08,-280.0,-83.53,-4.31,-37.92,NasdaqCM,BLFS,1.83,Life Sciences Tools and Services,144003.52,23164.52,16.09
2023-05-05,NasdaqCM:BLNK,21.7,-27.7,-29.8,401.7,432.8,Q12023,73.0,-87.5,-96.8,395.5,167.5,61.1,46.45,57.16,19.48,-132.6,-82.0,-77.3,-224.37,-173.45,-8.62,-61.3,NasdaqCM,BLNK,3.0,Electrical Components and Equipment,110653.489,12000.075,10.84
2023-05-05,NasdaqCM:BMRA,1.11,-1.63,-1.65,22.2,24.4,Q12023,9.53,-6.84,-7.15,,,16.08,19.25,-50.49,-40.73,-75.03,-5.607,-5.067,-76.44,-78.57,,,NasdaqCM,BMRA,-0.626,Health Care Equipment,232381.338,30852.693,13.28
2023-05-05,NasdaqCM:BMRC,32.7,,9.44,,233.3,Q12023,137.8,,62.34,347.5,290.5,138.7,134.2,2.68,-0.65,45.24,68.3,66.6,562.22,-218.33,48.95,24.52,NasdaqCM,BMRC,0.701,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:BNGO,7.42,-34.7,-37.1,121.0,222.5,Q12023,29.53,-127.2,-136.9,,,27.81,25.89,14.06,6.18,-463.6,-129.7,-121.3,-518.6,-528.57,,,NasdaqCM,BNGO,2.25,Life Sciences Tools and Services,144003.52,23164.52,16.09
2023-05-05,NasdaqCM:BNMV,,,,-27.3,3.07,Q12023,,,,,,,,,,,,,,,,,NasdaqCM,BNMV,1.36,Oil and Gas Exploration and Production,321223.395,133437.554,41.54
2023-05-05,NasdaqCM:BOTJ,10.5,,1.98,,41.6,Q12023,44.1,,11.41,50.2,45.0,43.9,43.1,2.32,0.46,25.87,12.38,12.16,-585.0,-175.0,20.67,8.17,NasdaqCM,BOTJ,0.715,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:BOXL,41.2,2.23,-2.92,88.5,25.6,Q12023,212.3,14.844,2.96,,,221.7,222.9,-4.76,-4.24,1.39,3.04,2.61,-99.15,-103.3,,,NasdaqCM,BOXL,2.44,"Technology Hardware, Storage and Peripherals",610083.69,121576.264,19.93
2023-05-05,NasdaqCM:BRFH,2.09,-0.8,-0.91,14.2,15.7,Q12023,8.73,-4.937,-5.412,,,9.17,10.19,-14.33,-4.8,-61.99,-5.397,-4.704,-96.59,-51.51,,,NasdaqCM,BRFH,0.227,Packaged Foods and Meats,281141.58,27762.662,9.87
2023-05-05,NasdaqCM:BSBK,4.81,,0.99,,108.0,Q12023,23.12,,8.72,109.6,91.3,23.78,22.84,1.23,-2.78,37.72,9.71,8.6,50.0,-57.14,1.48,-15.46,NasdaqCM,BSBK,0.558,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:BSFC,1.9,-0.95,-1.95,11.6,4.93,Q12023,9.35,-5.52,-12.67,,,12.77,12.34,-24.23,-26.78,-135.51,-11.569,-5.709,-67.81,132.81,,,NasdaqCM,BSFC,2.45,Packaged Foods and Meats,281141.58,27762.662,9.87
2023-05-05,NasdaqCM:BTAI,0.21,-51.1,-52.8,572.6,672.2,Q12023,,-179.0,-181.0,213.4,136.4,,,,,,-159.7,-132.9,,,-68.25,-79.71,NasdaqCM,BTAI,1.11,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:BTBT,8.27,-2.06,-2.26,170.8,194.4,Q12023,32.0,-13.29,-84.55,316.3,185.2,32.3,37.92,-15.61,-0.93,-264.22,-86.06,-31.12,-603.33,802.53,62.71,-4.73,NasdaqCM,BTBT,4.57,Application Software,182595.879,9214.552,5.05
2023-05-05,NasdaqCM:BTCS,0.31,-1.05,-1.41,14.7,16.9,Q12023,1.439,-3.872,-4.724,,,1.692,1.858,-22.55,-14.95,-328.28,-5.144,-5.944,-266.01,-391.17,,,NasdaqCM,BTCS,1.78,Application Software,182595.879,9214.552,5.05
2023-05-05,NasdaqCM:BTCY,,,,51.0,33.6,Q12023,,,,,,9.05,8.52,,,,-17.03,-17.8,,,,,NasdaqCM,BTCY,2.38,Health Care Technology,12417.45,-776.138,-6.25
2023-05-05,NasdaqCM:BTTX,,-8.17,-9.36,28.8,29.6,Q12023,,-35.73,-38.73,27.7,6.44,,,,,,-38.72,-42.05,,,-6.42,-78.24,NasdaqCM,BTTX,1.57,Health Care Technology,12417.45,-776.138,-6.25
2023-05-05,NasdaqCM:BWB,29.8,,11.6,,243.9,Q12023,127.8,,66.7,310.3,290.1,127.9,124.0,3.06,-0.08,52.19,71.7,71.2,4900.0,-218.42,27.22,18.94,NasdaqCM,BWB,0.628,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:BWEN,48.9,2.89,0.77,121.7,101.3,Q12023,183.8,2.897,-3.76,65.0,60.3,176.7,162.6,13.04,4.02,-2.05,-6.6,-8.48,-60.0,-77.74,-35.83,-40.47,NasdaqCM,BWEN,1.52,Heavy Electrical Equipment,4292.547,-547.115,-12.75
2023-05-05,NasdaqCM:BWV,,-2.85,-2.85,-9.19,16.6,Q12023,,-15.05,-15.07,,,,,,,,-13.99,-10.34,,,,,NasdaqCM,BWV,1.416813456,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:BYFC,8.48,,1.6,,67.6,Q12023,34.24,,8.59,75.0,53.7,33.01,30.99,10.49,3.73,25.09,8.44,4.25,-87.8,33.54,10.95,-20.56,NasdaqCM,BYFC,0.74,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:BYRN,8.41,-1.72,-2.15,98.3,110.4,Q12023,48.41,-4.718,-5.825,71.2,108.6,47.98,43.18,12.11,0.9,-12.03,-7.085,-10.16,193.02,-17.11,-35.51,-1.63,NasdaqCM,BYRN,1.42,Aerospace and Defense,378756.722,31801.488,8.4
2023-05-05,NasdaqCM:BYSI,0.438,-6.68,-6.63,9.02,38.4,Q12023,,,,39.8,37.4,,,,,,,,,,3.65,-2.6,NasdaqCM,BYSI,0.09,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:CAPR,2.99,-7.96,-7.77,60.2,99.1,Q12023,,-29.55,-29.64,147.7,73.5,,,,,,-29.7,-28.01,,,49.04,-25.83,NasdaqCM,CAPR,4.02,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:CARV,,,-1.5,,18.9,Q12023,,,-4.086,,,25.93,26.21,,,,-2.36,-1.355,,,,,NasdaqCM,CARV,1.24,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:CATC,44.9,,12.4,,382.5,Q12023,183.6,,71.1,499.2,434.1,182.3,178.5,2.86,0.71,38.73,76.9,77.2,-546.15,-219.61,30.51,13.49,NasdaqCM,CATC,0.486,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:CDMO,39.8,2.82,-0.309,1281.0,1159.6,Q12023,149.3,10.925,2.471,754.0,347.1,140.7,134.2,11.25,6.11,1.66,3.85,4.4,-116.03,-112.77,-34.98,-70.07,NasdaqCM,CDMO,1.82,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:CDXC,22.6,-1.7,-1.9,85.8,101.8,Q12023,77.4,-11.8,-12.8,124.7,120.5,72.1,68.9,12.34,7.35,-16.54,-18.63,-22.51,10.0,14.24,22.5,18.37,NasdaqCM,CDXC,1.79,Life Sciences Tools and Services,144003.52,23164.52,16.09
2023-05-05,NasdaqCM:CELC,,-12.5,-11.9,76.6,210.0,Q12023,,-44.25,-43.7,219.8,226.6,,,,,,-39.31,-34.03,,,4.67,7.9,NasdaqCM,CELC,0.6,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:CELH,259.9,45.5,41.2,8213.8,8002.3,Q12023,780.1,-118.4,-124.2,11023.1,13844.1,653.6,579.9,34.52,19.35,-15.92,-155.3,-122.24,-75.42,-100.98,37.75,73.0,NasdaqCM,CELH,1.79,Soft Drinks and Non-alcoholic Beverages,163520.6,28665.06,17.53
2023-05-05,NasdaqCM:CELU,3.94,-27.1,-64.0,140.1,88.5,Q12023,,,,,,,18.72,,,,,-149.5,,,,,NasdaqCM,CELU,0.206,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:CENN,,,,-74.0,99.4,Q12023,,,,,,,,,,,,,,,,,NasdaqCM,CENN,1.832727273,Automobile Manufacturers,431430.046,21144.34,4.9
2023-05-05,NasdaqCM:CERE,,-98.2,-104.3,4674.3,5098.6,Q12023,,-389.8,-399.6,3426.9,4411.4,,,,,,-367.8,-325.1,,,-32.79,-13.48,NasdaqCM,CERE,1.48,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:CFBK,13.2,,4.45,,104.5,Q12023,52.7,,23.05,117.6,104.8,51.3,50.5,4.36,2.73,43.74,24.29,23.65,-188.57,-127.27,12.54,0.29,NasdaqCM,CFBK,0.589,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:CFRX,,-8.82,-1.37,-8.06,2.74,Q12023,,-49.59,-45.41,,,,,,,,-60.04,-64.3,,,,,NasdaqCM,CFRX,0.435,Biotechnology,198441.802,10991.665,5.54
2023-05-05,NasdaqCM:CFSB,2.3,,0.36,,41.7,Q12023,9.63,,0.669,45.9,38.9,9.53,9.2,4.67,1.05,6.95,0.863,0.722,-294.0,-112.33,10.07,-6.71,NasdaqCM,CFSB,0.753184466,Regional Banks,168523.15,68090.653,40.4
2023-05-05,NasdaqCM:CGRN,,,,70.7,23.1,Q12023,,,,,,74.9,75.9,,,,-12.603,-13.083,,,,,NasdaqCM,CGRN,2.14,Heavy Electrical Equipment,4292.547,-547.115,-12.75
2023-05-05,NasdaqCM:CHCI,10.3,1.39,0.75,37.6,41.4,Q12023,40.87,8.14,7.06,43.4,40.5,39.3,37.77,8.21,3.99,17.27,7.68,7.363,-139.49,-109.77,4.83,-2.17,NasdaqCM,CHCI,1.06,Diversified Real Estate Activities,574.44,178.307,31.04
